"occasions_drawn","n_occasions","n_items","cor_ICC.z_min","cor_ICC.z_mean","cor_ICC.z_max","difference.z_mean","difference.z_median","difference.z_min_id","difference.z_max_id","difference.z_min","difference.z_max","RMSE.z_min","RMSE.z_mean","RMSE.z_max","sd_ICC.z_min","sd_ICC.z_mean","sd_ICC.z_max","rel_min","rel_mean","rel_max","percnegICC_raw_min","percnegICC_raw_mean","percnegICC_raw_max","estimationProbNeg_raw_min","estimationProbNeg_raw_mean","estimationProbNeg_raw_max","estimationProbPos_raw_min","estimationProbPos_raw_mean","estimationProbPos_raw_max","N_rel_min","N_rel_mean","N_rel_max","N_cor_ICC.z_min","N_cor_ICC.z_mean","N_cor_ICC.z_max","N_valid_ICC.z_handled_min","N_valid_ICC.z_handled_mean","N_valid_ICC.z_handled_max","n_skipped_persons_var_min","n_skipped_persons_var_mean","n_skipped_persons_var_max","RMSE.z_N_min","RMSE.z_N_mean","RMSE.z_N_max"
"by order",30,5,0.425,0.778,0.829,-0.221,-0.212,88,166,-0.777,0.426,NA,NA,NA,0.295,0.341,1.441,0.742,0.796,0.989,0.034,0.091,0.21,0,0,0,0,0.183,3,172,175.643,176,172,175.643,176,172,175.643,176,0,0.175,3,NA,NA,NA
"by order",30,6,0.746,0.812,0.849,-0.167,-0.152,88,166,-0.747,0.535,NA,NA,NA,0.307,0.34,0.391,0.772,0.813,0.859,0.028,0.063,0.131,0,0,0,0,0.083,1,174,175.881,176,174,175.881,176,174,175.881,176,0,0.036,1,NA,NA,NA
"by order",30,7,0.222,0.828,0.867,-0.115,-0.1,88,166,-0.718,1.111,NA,NA,NA,0.327,0.378,1.469,0.804,0.829,0.99,0.028,0.05,0.102,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",30,8,0.832,0.856,0.869,-0.073,-0.051,88,166,-0.69,0.653,NA,NA,NA,0.341,0.353,0.372,0.823,0.835,0.852,0.028,0.038,0.057,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",30,9,0.872,0.872,0.872,-0.033,-0.003,88,166,-0.663,0.66,NA,NA,NA,0.359,0.359,0.359,0.843,0.843,0.843,0.028,0.028,0.028,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",40,3,0.286,0.678,0.79,-0.343,-0.364,88,158,-0.854,0.067,NA,NA,NA,0.236,0.313,1.468,0.644,0.772,0.991,0.051,0.174,0.378,0,0,0,0,0.702,6,156,174.452,176,156,174.452,176,156,174.452,176,0,0.845,14,NA,NA,NA
"by order",40,4,0.24,0.751,0.837,-0.27,-0.282,88,73,-0.831,0.4,NA,NA,NA,0.265,0.36,1.475,0.748,0.816,0.992,0.034,0.105,0.286,0,0,0,0,0.294,2,173,175.516,176,173,175.516,176,173,175.516,176,0,0.19,2,NA,NA,NA
"by order",40,5,0.723,0.813,0.863,-0.212,-0.207,88,166,-0.811,0.384,NA,NA,NA,0.281,0.313,0.408,0.791,0.829,0.901,0.023,0.067,0.199,0,0,0,0,0.175,2,174,175.77,176,174,175.77,176,174,175.77,176,0,0.056,1,NA,NA,NA
"by order",40,6,0.776,0.849,0.892,-0.155,-0.139,88,166,-0.792,0.487,NA,NA,NA,0.295,0.318,0.377,0.817,0.842,0.888,0.017,0.044,0.108,0,0,0,0,0.083,1,175,175.905,176,175,175.905,176,175,175.905,176,0,0.012,1,NA,NA,NA
"by order",40,7,0.831,0.877,0.906,-0.104,-0.092,88,166,-0.774,0.557,NA,NA,NA,0.306,0.323,0.36,0.835,0.852,0.881,0.017,0.031,0.074,0,0,0,0,0.028,1,175,175.972,176,175,175.972,176,175,175.972,176,0,0,0,NA,NA,NA
