"occasions_drawn","n_occasions","n_items","cor_ICC_min","cor_ICC_mean","cor_ICC_max","difference_mean","difference_median","difference_min_id","difference_max_id","difference_min","difference_max","RMSE_min","RMSE_mean","RMSE_max","sd_ICC_min","sd_ICC_mean","sd_ICC_max","rel_min","rel_mean","rel_max","percnegICC_raw_min","percnegICC_raw_mean","percnegICC_raw_max","estimationProbNeg_raw_min","estimationProbNeg_raw_mean","estimationProbNeg_raw_max","estimationProbPos_raw_min","estimationProbPos_raw_mean","estimationProbPos_raw_max","N_rel_min","N_rel_mean","N_rel_max","N_cor_ICC_min","N_cor_ICC_mean","N_cor_ICC_max","N_merged_ICC_handled_min","N_merged_ICC_handled_mean","N_merged_ICC_handled_max","n_skipped_persons_var_min","n_skipped_persons_var_mean","n_skipped_persons_var_max","RMSE_N_min","RMSE_N_mean","RMSE_N_max"
"random",60,7,0.808,0.937,0.972,-0.005,-0.004,152,165,-0.029,0.009,0.011,0.053,0.131,0.132,0.148,0.166,0.851,0.881,0.923,0,0.02,0.068,0,0,0,0,0.001,1,175,175.999,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,8,0.863,0.959,0.981,-0.003,-0.002,133,110,-0.022,0.005,0.005,0.04,0.126,0.131,0.144,0.16,0.867,0.887,0.914,0,0.015,0.045,0,0,0,0,0,1,175,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"random",60,9,0.878,0.977,0.992,-0.002,-0.001,133,166,-0.026,0.003,0,0.026,0.122,0.131,0.142,0.151,0.875,0.893,0.91,0.006,0.014,0.028,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,5000,5000,5000
"by order",14,3,0.442,0.569,0.667,-0.038,-0.036,123,166,-0.38,0.545,NA,NA,NA,0.206,0.24,0.32,0.07,0.441,0.688,0.111,0.246,0.382,0,0,0,1,2.952,9,121,164.214,174,130,167.167,176,130,167.167,176,0,8.833,46,NA,NA,NA
"by order",14,4,0.541,0.63,0.696,-0.034,-0.031,123,166,-0.373,0.513,NA,NA,NA,0.196,0.219,0.252,0.359,0.561,0.977,0.097,0.196,0.391,0,0,0,1,2.286,6,153,169.119,175,156,171.405,176,156,171.405,176,0,4.595,20,NA,NA,NA
"by order",14,5,0.597,0.67,0.72,-0.031,-0.03,123,166,-0.368,0.489,NA,NA,NA,0.187,0.208,0.229,0.443,0.604,0.722,0.08,0.162,0.302,0,0,0,1,1.952,4,164,171.548,175,167,173.5,176,167,173.5,176,0,2.5,9,NA,NA,NA
"by order",14,6,0.647,0.698,0.736,-0.029,-0.024,112,166,-0.368,0.469,NA,NA,NA,0.183,0.2,0.213,0.976,0.984,0.992,0.045,0.118,0.229,0,0,0,0,0.012,1,169,174.655,176,169,174.667,176,169,174.667,176,0,1.333,7,NA,NA,NA
"by order",14,7,0.683,0.718,0.746,-0.026,-0.021,112,166,-0.372,0.453,NA,NA,NA,0.183,0.195,0.202,0.634,0.672,0.717,0.08,0.114,0.165,0,0,0,1,1.444,3,171,173.917,175,173,175.361,176,173,175.361,176,0,0.639,3,NA,NA,NA
"by order",14,8,0.712,0.733,0.747,-0.025,-0.022,112,166,-0.375,0.44,NA,NA,NA,0.185,0.191,0.197,0.977,0.98,0.988,0.062,0.08,0.108,0,0,0,0,0,0,174,175.778,176,174,175.778,176,174,175.778,176,0,0.222,2,NA,NA,NA
"by order",14,9,0.744,0.744,0.744,-0.023,-0.019,112,166,-0.377,0.429,NA,NA,NA,0.188,0.188,0.188,0.713,0.713,0.713,0.068,0.068,0.068,0,0,0,1,1,1,175,175,175,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",20,3,0.443,0.635,0.739,-0.027,-0.027,112,166,-0.351,0.471,NA,NA,NA,0.197,0.231,0.3,0.406,0.617,0.803,0.114,0.228,0.359,0,0,0,0,1.762,7,138,169.762,176,145,171.524,176,145,171.524,176,0,4.476,31,NA,NA,NA
"by order",20,4,0.575,0.7,0.762,-0.023,-0.017,112,166,-0.357,0.438,NA,NA,NA,0.189,0.213,0.253,0.581,0.739,0.984,0.08,0.148,0.253,0,0,0,0,1,3,160,173.127,176,163,174.127,176,163,174.127,176,0,1.873,13,NA,NA,NA
"by order",20,5,0.641,0.741,0.782,-0.019,-0.015,112,166,-0.362,0.414,NA,NA,NA,0.182,0.202,0.231,0.679,0.747,0.983,0.062,0.131,0.259,0,0,0,0,0.706,3,170,174.492,176,171,175.198,176,171,175.198,176,0,0.802,5,NA,NA,NA
"by order",20,6,0.712,0.77,0.803,-0.016,-0.013,112,166,-0.364,0.395,NA,NA,NA,0.178,0.196,0.212,0.737,0.776,0.984,0.045,0.093,0.176,0,0,0,0,0.429,2,173,175.262,176,174,175.69,176,174,175.69,176,0,0.31,2,NA,NA,NA
"by order",20,7,0.753,0.791,0.819,-0.014,-0.008,112,166,-0.366,0.38,NA,NA,NA,0.178,0.192,0.199,0.762,0.793,0.822,0.045,0.084,0.136,0,0,0,0,0.25,1,175,175.667,176,175,175.917,176,175,175.917,176,0,0.083,1,NA,NA,NA
"by order",20,8,0.788,0.806,0.823,-0.013,-0.007,112,166,-0.366,0.367,NA,NA,NA,0.181,0.188,0.192,0.795,0.806,0.822,0.051,0.064,0.091,0,0,0,0,0.111,1,175,175.889,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",20,9,0.819,0.819,0.819,-0.012,-0.005,112,166,-0.366,0.357,NA,NA,NA,0.186,0.186,0.186,0.817,0.817,0.817,0.057,0.057,0.057,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",30,3,0.507,0.668,0.76,-0.026,-0.021,88,166,-0.312,0.474,NA,NA,NA,0.172,0.212,0.284,0.563,0.76,0.988,0.074,0.196,0.378,0,0,0,0,0.702,5,149,173.345,176,154,174.048,176,154,174.048,176,0,1.952,22,NA,NA,NA
"by order",30,4,0.627,0.741,0.814,-0.021,-0.012,88,166,-0.308,0.441,NA,NA,NA,0.172,0.194,0.227,0.683,0.821,0.989,0.04,0.119,0.273,0,0,0,0,0.127,3,166,175.286,176,169,175.413,176,169,175.413,176,0,0.587,7,NA,NA,NA
"by order",30,5,0.69,0.789,0.841,-0.018,-0.008,88,166,-0.306,0.416,NA,NA,NA,0.168,0.183,0.204,0.742,0.796,0.989,0.034,0.091,0.21,0,0,0,0,0.183,3,172,175.643,176,173,175.825,176,173,175.825,176,0,0.175,3,NA,NA,NA
"by order",30,6,0.763,0.823,0.862,-0.015,-0.006,88,166,-0.304,0.397,NA,NA,NA,0.163,0.177,0.192,0.772,0.813,0.859,0.028,0.063,0.131,0,0,0,0,0.083,1,174,175.881,176,175,175.964,176,175,175.964,176,0,0.036,1,NA,NA,NA
"by order",30,7,0.806,0.847,0.879,-0.013,-0.005,88,166,-0.303,0.381,NA,NA,NA,0.163,0.172,0.184,0.804,0.829,0.99,0.028,0.05,0.102,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",30,8,0.849,0.866,0.881,-0.012,-0.003,88,166,-0.302,0.369,NA,NA,NA,0.164,0.169,0.173,0.823,0.835,0.852,0.028,0.038,0.057,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",30,9,0.881,0.881,0.881,-0.011,-0.001,88,166,-0.301,0.358,NA,NA,NA,0.167,0.167,0.167,0.843,0.843,0.843,0.028,0.028,0.028,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",40,3,0.53,0.691,0.801,-0.023,-0.022,88,166,-0.324,0.462,NA,NA,NA,0.165,0.203,0.278,0.644,0.772,0.991,0.051,0.174,0.378,0,0,0,0,0.702,6,156,174.452,176,162,175.155,176,162,175.155,176,0,0.845,14,NA,NA,NA
"by order",40,4,0.653,0.77,0.856,-0.017,-0.012,88,166,-0.323,0.424,NA,NA,NA,0.16,0.184,0.221,0.748,0.816,0.992,0.034,0.105,0.286,0,0,0,0,0.294,2,173,175.516,176,174,175.81,176,174,175.81,176,0,0.19,2,NA,NA,NA
"by order",40,5,0.718,0.821,0.872,-0.013,-0.007,88,166,-0.323,0.394,NA,NA,NA,0.16,0.174,0.197,0.791,0.829,0.901,0.023,0.067,0.199,0,0,0,0,0.175,2,174,175.77,176,175,175.944,176,175,175.944,176,0,0.056,1,NA,NA,NA
"by order",40,6,0.79,0.857,0.897,-0.01,-0.005,88,166,-0.323,0.371,NA,NA,NA,0.157,0.167,0.187,0.817,0.842,0.888,0.017,0.044,0.108,0,0,0,0,0.083,1,175,175.905,176,175,175.988,176,175,175.988,176,0,0.012,1,NA,NA,NA
"by order",40,7,0.83,0.884,0.913,-0.008,-0.003,88,166,-0.324,0.352,NA,NA,NA,0.156,0.162,0.174,0.835,0.852,0.881,0.017,0.031,0.074,0,0,0,0,0.028,1,175,175.972,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",40,8,0.878,0.904,0.914,-0.006,-0.001,88,166,-0.324,0.337,NA,NA,NA,0.156,0.159,0.163,0.852,0.859,0.873,0.017,0.025,0.028,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",40,9,0.921,0.921,0.921,-0.005,0,88,166,-0.324,0.324,NA,NA,NA,0.156,0.156,0.156,0.865,0.865,0.865,0.023,0.023,0.023,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,3,0.515,0.721,0.81,-0.022,-0.018,88,166,-0.324,0.181,NA,NA,NA,0.162,0.196,0.267,0.705,0.804,0.903,0.023,0.165,0.369,0,0,0,0,0.452,4,163,175.298,176,167,175.75,176,167,175.75,176,0,0.25,9,NA,NA,NA
"by order",50,4,0.666,0.804,0.872,-0.016,-0.011,88,133,-0.322,0.159,NA,NA,NA,0.154,0.177,0.216,0.77,0.854,0.996,0.023,0.09,0.284,0,0,0,0,0.016,1,175,175.976,176,175,175.992,176,175,175.992,176,0,0.008,1,NA,NA,NA
"by order",50,5,0.758,0.857,0.9,-0.012,-0.007,88,133,-0.321,0.163,NA,NA,NA,0.154,0.167,0.192,0.823,0.853,0.92,0.017,0.055,0.176,0,0,0,0,0.048,1,175,175.952,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,6,0.809,0.894,0.925,-0.009,-0.002,88,133,-0.321,0.166,NA,NA,NA,0.153,0.161,0.178,0.844,0.864,0.911,0.011,0.034,0.08,0,0,0,0,0.012,1,175,175.988,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,7,0.881,0.919,0.945,-0.007,-0.001,88,133,-0.321,0.167,NA,NA,NA,0.152,0.157,0.167,0.86,0.873,0.902,0.011,0.023,0.051,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,8,0.928,0.939,0.948,-0.005,-0.001,88,133,-0.321,0.168,NA,NA,NA,0.151,0.154,0.159,0.874,0.88,0.892,0.006,0.014,0.023,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",50,9,0.954,0.954,0.954,-0.004,0,88,133,-0.321,0.169,NA,NA,NA,0.152,0.152,0.152,0.885,0.885,0.885,0.006,0.006,0.006,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",60,3,0.507,0.727,0.835,-0.019,-0.014,88,166,-0.236,0.182,NA,NA,NA,0.154,0.189,0.259,0.723,0.825,0.915,0.023,0.148,0.352,0,0,0,0,0.381,4,169,175.56,176,173,175.94,176,173,175.94,176,0,0.06,3,NA,NA,NA
"by order",60,4,0.659,0.819,0.902,-0.013,-0.01,88,166,-0.224,0.119,NA,NA,NA,0.146,0.17,0.211,0.787,0.852,0.994,0.011,0.077,0.261,0,0,0,0,0.119,1,175,175.881,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",60,5,0.761,0.877,0.926,-0.009,-0.007,88,133,-0.216,0.123,NA,NA,NA,0.146,0.16,0.187,0.83,0.864,0.926,0.006,0.043,0.136,0,0,0,0,0.048,1,175,175.952,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",60,6,0.816,0.917,0.945,-0.006,-0.004,88,133,-0.21,0.126,NA,NA,NA,0.144,0.154,0.174,0.85,0.875,0.922,0.006,0.026,0.068,0,0,0,0,0.012,1,175,175.988,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",60,7,0.901,0.945,0.965,-0.004,-0.002,88,133,-0.205,0.128,NA,NA,NA,0.143,0.149,0.162,0.868,0.882,0.914,0.006,0.017,0.051,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",60,8,0.954,0.966,0.975,-0.003,0,88,133,-0.202,0.13,NA,NA,NA,0.143,0.146,0.153,0.882,0.888,0.899,0,0.011,0.017,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",60,9,0.982,0.982,0.982,-0.001,0.001,88,133,-0.199,0.131,NA,NA,NA,0.144,0.144,0.144,0.894,0.894,0.894,0.011,0.011,0.011,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",70,3,0.509,0.737,0.828,-0.017,-0.015,14,166,-0.084,0.143,NA,NA,NA,0.149,0.185,0.258,0.748,0.847,0.995,0.017,0.138,0.358,0,0,0,0,0.321,4,172,175.679,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",70,4,0.674,0.831,0.918,-0.012,-0.011,14,166,-0.056,0.073,NA,NA,NA,0.142,0.166,0.214,0.809,0.877,0.995,0.011,0.071,0.261,0,0,0,0,0.016,1,175,175.984,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",70,5,0.775,0.892,0.939,-0.008,-0.007,14,166,-0.037,0.033,NA,NA,NA,0.142,0.156,0.191,0.848,0.882,0.996,0.006,0.039,0.131,0,0,0,0,0,0,176,176,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
"by order",70,6,0.832,0.933,0.959,-0.005,-0.005,14,129,-0.023,0.015,NA,NA,NA,0.139,0.149,0.169,0.866,0.887,0.93,0.006,0.025,0.074,0,0,0,0,0.012,1,175,175.988,176,176,176,176,176,176,176,0,0,0,NA,NA,NA
